,weather,temperature,pressure,humidity,wind_speed,wind_direction,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,PM25_Concentration
2014-07-31 16:00:00,8.0,0.9411764705882353,0.2622950819672134,0.38,0.31666666666666665,24.0,0.07575757575757577,0.021367521367521368,0.04625370218665322,0.5395095367847411,0.01603206412825651,49.0
2014-07-31 17:00:00,8.0,0.9215686274509803,0.24590163934426457,0.41000000000000003,0.29166666666666663,2.0,0.08585858585858587,0.021367521367521368,0.04650576595878756,0.55858310626703,0.018036072144288574,49.0
2014-07-31 18:00:00,8.0,0.9019607843137255,0.2622950819672134,0.45,0.11666666666666665,2.0,0.10101010101010102,0.03418803418803419,0.04971957905350053,0.5912806539509536,0.022044088176352703,44.0
2014-07-31 19:00:00,8.0,0.8823529411764706,0.2622950819672134,0.48,0.16666666666666666,2.0,0.10606060606060608,0.042735042735042736,0.0523662486609112,0.5504087193460491,0.02004008016032064,50.0
2014-07-31 20:00:00,8.0,0.8823529411764706,0.2622950819672134,0.52,0.16666666666666666,2.0,0.11994949494949496,0.11538461538461539,0.06213371983111726,0.4305177111716621,0.03607214428857715,57.0
2014-07-31 21:00:00,8.0,0.8627450980392157,0.2622950819672134,0.54,0.13333333333333333,2.0,0.14015151515151517,0.1965811965811966,0.07744659398827902,0.32697547683923706,0.09018036072144288,61.0
2014-07-31 22:00:00,8.0,0.8627450980392157,0.2786885245901658,0.55,0.15833333333333333,2.0,0.17045454545454547,0.20512820512820515,0.09131010145566827,0.26430517711171664,0.10220440881763526,85.0
2014-07-31 23:00:00,8.0,0.8431372549019608,0.2786885245901658,0.64,0.10833333333333332,4.0,0.19318181818181818,0.23504273504273507,0.10126662045497509,0.1989100817438692,0.13226452905811623,93.0
2014-08-01 00:00:00,8.0,0.8431372549019608,0.2786885245901658,0.61,0.15833333333333333,2.0,0.19318181818181818,0.22222222222222224,0.10145566828407586,0.19618528610354222,0.13226452905811623,92.0
2014-08-01 01:00:00,8.0,0.8431372549019608,0.2786885245901658,0.63,0.16666666666666666,23.0,0.19318181818181818,0.23076923076923078,0.0840632680068057,0.11171662125340599,0.15230460921843686,92.0
2014-08-01 02:00:00,8.0,0.8235294117647058,0.2786885245901658,0.66,0.26666666666666666,23.0,0.16414141414141414,0.19230769230769232,0.07587119541243934,0.11171662125340599,0.13226452905811623,89.0
2014-08-01 03:00:00,8.0,0.8235294117647058,0.2622950819672134,0.6900000000000001,0.13333333333333333,2.0,0.1452020202020202,0.2478632478632479,0.07196420694435691,0.04087193460490463,0.15430861723446893,73.0
2014-08-01 04:00:00,8.0,0.803921568627451,0.2622950819672134,0.73,0.08333333333333333,2.0,0.16287878787878787,0.23504273504273507,0.07587119541243934,0.0326975476839237,0.17635270541082163,73.0
2014-08-01 05:00:00,8.0,0.803921568627451,0.2622950819672134,0.77,0.13333333333333333,24.0,0.1717171717171717,0.22649572649572652,0.07587119541243934,0.027247956403269755,0.1723446893787575,86.0
2014-08-01 06:00:00,8.0,0.7843137254901961,0.2622950819672134,0.8300000000000001,0.08333333333333333,3.0,0.1553030303030303,0.21794871794871798,0.07309849391896148,0.0326975476839237,0.16032064128256512,80.0
2014-08-01 07:00:00,8.0,0.803921568627451,0.2786885245901658,0.8,0.10833333333333332,3.0,0.1388888888888889,0.17094017094017094,0.06660785178650197,0.051771117166212535,0.10420841683366733,78.0
