,weather,temperature,pressure,humidity,wind_speed,wind_direction,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,PM25_Concentration
2014-05-01 00:00:00,0.0,0.607843137254902,0.3934426229508219,0.56,0.18333333333333332,13.0,0.1845959595959596,0.2277777777777778,0.06301594303358748,0.3768392370572207,0.03206412825651302,78.0
2014-05-01 01:00:00,0.0,0.5686274509803921,0.3934426229508219,0.64,0.175,13.0,0.20707070707070707,0.25641025641025644,0.06931753733694623,0.29427792915531337,0.03206412825651302,98.0
2014-05-01 02:00:00,0.0,0.5686274509803921,0.3934426229508219,0.7000000000000001,0.13333333333333333,13.0,0.2095959595959596,0.2478632478632479,0.06301594303358748,0.2670299727520436,0.04008016032064128,106.0
2014-05-01 03:00:00,0.0,0.5490196078431373,0.3934426229508219,0.74,0.14166666666666666,13.0,0.20833333333333334,0.18803418803418806,0.04411116012351124,0.2888283378746594,0.04008016032064128,107.0
2014-05-01 04:00:00,0.0,0.5490196078431373,0.3934426229508219,0.75,0.10833333333333332,1.0,0.1994949494949495,0.18803418803418806,0.04411116012351124,0.18528610354223432,0.038076152304609215,112.0
2014-05-01 05:00:00,0.0,0.5294117647058824,0.3934426229508219,0.75,0.09166666666666666,1.0,0.2032828282828283,0.1623931623931624,0.05041275442686999,0.2561307901907357,0.03607214428857715,123.0
2014-05-01 06:00:00,0.0,0.5294117647058824,0.4098360655737707,0.78,0.11666666666666665,1.0,0.20707070707070707,0.17948717948717952,0.056714348730228736,0.20708446866485014,0.03006012024048096,126.0
2014-05-01 07:00:00,0.0,0.5490196078431373,0.4098360655737707,0.76,0.175,13.0,0.22474747474747475,0.2521367521367522,0.06301594303358748,0.1444141689373297,0.03406813627254509,139.0
2014-05-01 08:00:00,0.0,0.5686274509803921,0.4098360655737707,0.72,0.2,13.0,0.2613636363636364,0.2905982905982906,0.06301594303358748,0.12806539509536785,0.04809619238476953,152.0
2014-05-01 09:00:00,0.0,0.607843137254902,0.4098360655737707,0.68,0.2333333333333333,3.0,0.268939393939394,0.2820512820512821,0.06931753733694623,0.16076294277929154,0.06613226452905811,160.0
2014-05-01 10:00:00,0.0,0.6274509803921569,0.4098360655737707,0.65,0.21666666666666665,9.0,0.2878787878787879,0.2521367521367522,0.06301594303358748,0.26975476839237056,0.07615230460921843,163.0
2014-05-01 11:00:00,0.0,0.6666666666666667,0.3934426229508219,0.5700000000000001,0.25,23.0,0.25378787878787884,0.18803418803418806,0.05041275442686999,0.3760217983651226,0.07414829659318636,152.0
2014-05-01 12:00:00,3.0,0.7058823529411764,0.3770491803278695,0.55,0.3333333333333333,3.0,0.2512626262626263,0.12393162393162395,0.04411116012351124,0.47956403269754766,0.0781563126252505,146.0
2014-05-01 13:00:00,3.0,0.7058823529411764,0.36065573770492065,0.51,0.45,13.0,0.2651515151515152,0.10683760683760685,0.056714348730228736,0.5231607629427792,0.0721442885771543,151.0
2014-05-01 14:00:00,3.0,0.7254901960784313,0.36065573770492065,0.45,0.3,3.0,0.23611111111111113,0.10256410256410257,0.05041275442686999,0.5722070844686649,0.07414829659318636,152.0
2014-05-01 15:00:00,3.0,0.7254901960784313,0.34426229508196826,0.44,0.25,3.0,0.2159090909090909,0.10256410256410257,0.05041275442686999,0.5858310626702997,0.06813627254509018,128.0
2014-05-01 16:00:00,3.0,0.7450980392156863,0.34426229508196826,0.43,0.30833333333333335,3.0,0.24494949494949497,0.11965811965811968,0.06301594303358748,0.5994550408719346,0.07615230460921843,140.0
2014-05-01 17:00:00,3.0,0.7254901960784313,0.34426229508196826,0.46,0.35,24.0,0.26262626262626265,0.11965811965811968,0.056714348730228736,0.6049046321525885,0.06613226452905811,130.0
2014-05-01 18:00:00,8.0,0.6862745098039216,0.3770491803278695,0.26,0.30833333333333335,24.0,0.2828282828282829,0.11538461538461539,0.03150797151679374,0.33787465940054495,0.03206412825651302,92.0
2014-05-01 19:00:00,8.0,0.607843137254902,0.3770491803278695,0.35000000000000003,0.3,24.0,0.3055555555555556,0.12820512820512822,0.03150797151679374,0.17983651226158037,0.008016032064128256,69.0
2014-05-01 20:00:00,8.0,0.5882352941176471,0.4098360655737707,0.3,0.4416666666666666,24.0,0.5606060606060607,0.08974358974358976,0.025206377213434994,0.2125340599455041,0.012024048096192383,69.0
2014-05-01 21:00:00,0.0,0.5490196078431373,0.4426229508196755,0.38,0.4833333333333333,24.0,0.20707070707070707,0.07692307692307693,0.018904782910076245,0.21525885558583105,0.0060120240480961915,50.0
2014-05-01 22:00:00,5.0,0.5294117647058824,0.4426229508196755,0.37,0.4,24.0,0.18686868686868688,0.06837606837606838,0.018904782910076245,0.2098092643051771,0.004008016032064128,31.0
2014-05-01 23:00:00,0.0,0.5098039215686274,0.45901639344262435,0.44,0.5083333333333333,24.0,0.09722222222222224,0.0811965811965812,0.025206377213434994,0.1771117166212534,0.004008016032064128,38.0
2014-05-02 00:00:00,0.0,0.5098039215686274,0.47540983606557674,0.37,0.4833333333333333,24.0,0.06818181818181819,0.07692307692307693,0.018904782910076245,0.1880108991825613,0.008016032064128256,36.0
2014-05-02 01:00:00,0.0,0.4901960784313726,0.45901639344262435,0.37,0.3833333333333333,24.0,0.059343434343434344,0.07692307692307693,0.018904782910076245,0.18256130790190736,0.008016032064128256,36.0
2014-05-02 02:00:00,0.0,0.47058823529411764,0.45901639344262435,0.37,0.4916666666666666,24.0,0.06060606060606061,0.0811965811965812,0.018904782910076245,0.17983651226158037,0.008016032064128256,32.0
2014-05-02 03:00:00,0.0,0.47058823529411764,0.47540983606557674,0.37,0.4,24.0,0.04419191919191919,0.08547008547008547,0.018904782910076245,0.1771117166212534,0.008016032064128256,26.0
2014-05-02 04:00:00,0.0,0.47058823529411764,0.47540983606557674,0.37,0.36666666666666664,24.0,0.04419191919191919,0.08547008547008547,0.018904782910076245,0.18256130790190736,0.008016032064128256,53.0
2014-05-02 05:00:00,0.0,0.47058823529411764,0.4918032786885256,0.35000000000000003,0.39166666666666666,24.0,0.039141414141414144,0.08547008547008547,0.012603188606717497,0.18528610354223432,0.01002004008016032,30.0
2014-05-02 06:00:00,0.0,0.47058823529411764,0.4918032786885256,0.31,0.55,24.0,0.04419191919191919,0.05555555555555556,0.0063015943033587485,0.2561307901907357,0.004008016032064128,28.0
2014-05-02 07:00:00,0.0,0.4901960784313726,0.508196721311478,0.29,0.55,24.0,0.05555555555555556,0.05128205128205129,0.0063015943033587485,0.2833787465940054,0.004008016032064128,20.0
2014-05-02 08:00:00,0.0,0.4901960784313726,0.5245901639344268,0.27,0.425,24.0,0.11111111111111113,0.05982905982905984,0.0063015943033587485,0.2534059945504087,0.004008016032064128,18.0
2014-05-02 09:00:00,0.0,0.5098039215686274,0.557377049180328,0.14,0.6666666666666666,24.0,0.09974747474747477,0.05128205128205129,0.0063015943033587485,0.24795640326975477,0.004008016032064128,34.0
2014-05-02 10:00:00,0.0,0.5490196078431373,0.557377049180328,0.16,0.4416666666666666,24.0,0.07954545454545456,0.047008547008547015,0.0063015943033587485,0.2670299727520436,0.004008016032064128,23.0
2014-05-02 11:00:00,0.0,0.5686274509803921,0.557377049180328,0.14,0.29166666666666663,24.0,0.07954545454545456,0.06410256410256411,0.0063015943033587485,0.27520435967302453,0.004008016032064128,22.0
2014-05-02 12:00:00,1.0,0.607843137254902,0.557377049180328,0.12,0.475,24.0,0.07954545454545456,0.06581196581196581,0.0063015943033587485,0.27438692098092643,0.004008016032064128,21.0
2014-05-02 13:00:00,1.0,0.607843137254902,0.5409836065573792,0.12,0.4083333333333333,4.0,0.04368686868686869,0.06965811965811967,0.0063015943033587485,0.2863760217983651,0.004008016032064128,17.0
2014-05-02 14:00:00,1.0,0.6274509803921569,0.5245901639344268,0.13,0.225,24.0,0.036616161616161616,0.06410256410256411,0.0063015943033587485,0.30517711171662126,0.004008016032064128,28.0
2014-05-02 15:00:00,1.0,0.6470588235294118,0.508196721311478,0.12,0.19166666666666665,24.0,0.03724747474747475,0.06282051282051282,0.0063015943033587485,0.3054495912806539,0.004008016032064128,28.0
2014-05-02 16:00:00,1.0,0.6470588235294118,0.508196721311478,0.16,0.35,24.0,0.032196969696969696,0.07051282051282053,0.0063015943033587485,0.30572207084468667,0.004008016032064128,18.0
2014-05-02 17:00:00,1.0,0.5882352941176471,0.5245901639344268,0.23,0.275,2.0,0.032196969696969696,0.08974358974358976,0.0063015943033587485,0.27520435967302453,0.004008016032064128,18.0
2014-05-02 18:00:00,0.0,0.5294117647058824,0.557377049180328,0.38,0.2333333333333333,2.0,0.09343434343434345,0.08974358974358976,0.0063015943033587485,0.2615803814713896,0.004008016032064128,16.0
2014-05-02 19:00:00,0.0,0.5490196078431373,0.557377049180328,0.33,0.18333333333333332,24.0,0.036616161616161616,0.10683760683760685,0.012603188606717497,0.24523160762942778,0.004008016032064128,12.0
2014-05-02 20:00:00,0.0,0.5294117647058824,0.557377049180328,0.37,0.075,9.0,0.03282828282828283,0.13675213675213677,0.012603188606717497,0.21525885558583105,0.004008016032064128,16.0
2014-05-02 21:00:00,0.0,0.5098039215686274,0.5737704918032804,0.41000000000000003,0.2,2.0,0.030303030303030304,0.1452991452991453,0.012603188606717497,0.19346049046321526,0.004008016032064128,13.0
2014-05-02 22:00:00,0.0,0.4901960784313726,0.557377049180328,0.46,0.05833333333333333,23.0,0.045454545454545456,0.2820512820512821,0.018904782910076245,0.09809264305177111,0.004008016032064128,20.0
2014-05-02 23:00:00,0.0,0.47058823529411764,0.557377049180328,0.49,0.075,9.0,0.06565656565656566,0.38888888888888895,0.03150797151679374,0.021798365122615803,0.004008016032064128,21.0
2014-05-03 00:00:00,0.0,0.45098039215686275,0.557377049180328,0.54,0.03333333333333333,9.0,0.11111111111111113,0.42307692307692313,0.05041275442686999,0.005449591280653951,0.004008016032064128,32.0
2014-05-03 01:00:00,0.0,0.43137254901960786,0.557377049180328,0.55,0.125,13.0,0.06691919191919193,0.4273504273504274,0.05041275442686999,0.005449591280653951,0.0060120240480961915,33.0
2014-05-03 02:00:00,0.0,0.43137254901960786,0.5409836065573792,0.55,0.09166666666666666,14.0,0.06186868686868687,0.3931623931623932,0.025206377213434994,0.01634877384196185,0.0060120240480961915,29.0
2014-05-03 03:00:00,0.0,0.43137254901960786,0.5245901639344268,0.55,0.10833333333333332,14.0,0.09469696969696971,0.3931623931623932,0.03150797151679374,0.005449591280653951,0.008016032064128256,31.0
2014-05-03 04:00:00,0.0,0.43137254901960786,0.5245901639344268,0.55,0.175,9.0,0.10101010101010102,0.3717948717948718,0.025206377213434994,0.005449591280653951,0.008016032064128256,34.0
