,weather,temperature,pressure,humidity,wind_speed,wind_direction,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,PM25_Concentration
2014-05-01 00:00:00,0.0,0.5686274509803921,0.47540983606557674,0.56,0.13333333333333333,23.0,0.16414141414141414,0.12393162393162395,0.08822232024702248,0.2779291553133515,0.11422845691382764,81.0
2014-05-01 01:00:00,0.0,0.5490196078431373,0.47540983606557674,0.59,0.11666666666666665,23.0,0.19444444444444445,0.13675213675213677,0.11689457432730478,0.24523160762942778,0.11422845691382764,88.0
2014-05-01 02:00:00,0.0,0.5490196078431373,0.47540983606557674,0.61,0.2,3.0,0.19065656565656566,0.18376068376068377,0.1499779444199382,0.2316076294277929,0.14829659318637273,98.0
2014-05-01 03:00:00,0.0,0.5098039215686274,0.45901639344262435,0.66,0.05833333333333333,23.0,0.19065656565656566,0.1623931623931624,0.10744218287226667,0.25885558583106266,0.156312625250501,117.0
2014-05-01 04:00:00,0.0,0.5294117647058824,0.45901639344262435,0.63,0.08333333333333333,23.0,0.17550505050505052,0.20085470085470086,0.11298758585922238,0.21798365122615804,0.19839679358717432,109.0
2014-05-01 05:00:00,0.0,0.4901960784313726,0.47540983606557674,0.68,0.09166666666666666,23.0,0.2133838383838384,0.18803418803418806,0.11160123511248343,0.20435967302452315,0.1903807615230461,109.0
2014-05-01 06:00:00,0.0,0.5098039215686274,0.47540983606557674,0.62,0.08333333333333333,3.0,0.23737373737373738,0.26495726495726496,0.22963009641439278,0.1335149863760218,0.2224448897795591,137.0
2014-05-01 07:00:00,0.0,0.5294117647058824,0.47540983606557674,0.6,0.15,23.0,0.28156565656565663,0.21794871794871798,0.20511689457432725,0.1880108991825613,0.24849699398797592,137.0
2014-05-01 08:00:00,3.0,0.607843137254902,0.4918032786885256,0.59,0.3,23.0,0.2891414141414142,0.17521367521367523,0.1460709559518558,0.21525885558583105,0.20841683366733466,137.0
2014-05-01 09:00:00,3.0,0.6470588235294118,0.47540983606557674,0.54,0.29166666666666663,23.0,0.32449494949494956,0.1452991452991453,0.11903711639044676,0.2534059945504087,0.21042084168336672,157.0
2014-05-01 10:00:00,3.0,0.7058823529411764,0.45901639344262435,0.45,0.29166666666666663,23.0,0.29040404040404044,0.11538461538461539,0.10555170458125904,0.335149863760218,0.2224448897795591,124.0
2014-05-01 11:00:00,3.0,0.7254901960784313,0.45901639344262435,0.34,0.4083333333333333,23.0,0.20075757575757577,0.08974358974358976,0.08047135925389122,0.40054495912806537,0.20841683366733466,108.0
2014-05-01 12:00:00,3.0,0.7450980392156863,0.45901639344262435,0.34,0.25,23.0,0.16540404040404041,0.07692307692307693,0.074547860608734,0.444141689373297,0.14228456913827653,86.0
2014-05-01 13:00:00,3.0,0.7647058823529412,0.4262295081967231,0.33,0.39166666666666666,23.0,0.12247474747474749,0.07692307692307693,0.0704518243115508,0.4822888283378746,0.08817635270541081,70.0
2014-05-01 14:00:00,3.0,0.7647058823529412,0.4098360655737707,0.32,0.29166666666666663,3.0,0.12878787878787878,0.07692307692307693,0.06793118659020732,0.49046321525885556,0.09418837675350701,62.0
2014-05-01 15:00:00,3.0,0.7647058823529412,0.4098360655737707,0.33,0.2333333333333333,23.0,0.13257575757575757,0.07692307692307693,0.06635578801436762,0.49046321525885556,0.08617234468937875,65.0
2014-05-01 16:00:00,3.0,0.7647058823529412,0.4098360655737707,0.34,0.425,23.0,0.12373737373737374,0.07264957264957266,0.06566261264099817,0.47956403269754766,0.06813627254509018,64.0
2014-05-01 17:00:00,3.0,0.7450980392156863,0.4098360655737707,0.38,0.21666666666666665,23.0,0.1553030303030303,0.07692307692307693,0.0730354779759279,0.46866485013623976,0.11022044088176351,53.0
2014-05-01 18:00:00,0.0,0.7450980392156863,0.4098360655737707,0.36,0.39166666666666666,23.0,0.1717171717171717,0.0811965811965812,0.0744848446657004,0.44141689373297,0.09819639278557113,61.0
